Y,X,Result,Assisted,Goalie,Player,Team,Year
1326,519,GOAL,Unassisted,Jack Concannon,Matt Rambo,Whipsnakes,2019
1167,708,GOAL,Unassisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1458,920,GOAL,Unassisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1450,709,GOAL,Unassisted,Blaze Riorden,Connor Kelly,Whipsnakes,2019
1140,1180,GOAL,Unassisted,Blaze Riorden,Drew Snider,Whipsnakes,2019
1242,661,GOAL,Unassisted,Blaze Riorden,Drew Snider,Whipsnakes,2019
1290,784,GOAL,Unassisted,Blaze Riorden,Drew Snider,Whipsnakes,2019
1059,1223,GOAL,Unassisted,Blaze Riorden,Jake Bernhardt,Whipsnakes,2019
1291,627,GOAL,Unassisted,Blaze Riorden,Joe Locascio,Whipsnakes,2019
1426,985,GOAL,Unassisted,Blaze Riorden,Joe Nardella,Whipsnakes,2019
1305,1302,GOAL,Unassisted,Blaze Riorden,John Haus,Whipsnakes,2019
1495,1127,GOAL,Unassisted,Blaze Riorden,John Haus,Whipsnakes,2019
1306,525,GOAL,Unassisted,Blaze Riorden,Mike Chanenchuk,Whipsnakes,2019
1469,1211,GOAL,Unassisted,Blaze Riorden,Mike Chanenchuk,Whipsnakes,2019
1205,631,GOAL,Unassisted,Jack Concannon,Ben Reeves,Whipsnakes,2019
1027,1109,GOAL,Unassisted,Jack Concannon,Jay Carlson,Whipsnakes,2019
1309,703,GOAL,Unassisted,Jack Concannon,Jeremy Sieverts,Whipsnakes,2019
1273,1013,GOAL,Unassisted,Jack Concannon,Joe Nardella,Whipsnakes,2019
1421,1037,GOAL,Unassisted,Jack Concannon,Joe Nardella,Whipsnakes,2019
1106,1223,GOAL,Unassisted,John Galloway,Connor Kelly,Whipsnakes,2019
1107,1466,GOAL,Unassisted,John Galloway,Connor Kelly,Whipsnakes,2019
1475,669,GOAL,Unassisted,John Galloway,Joe Locascio,Whipsnakes,2019
1279,760,GOAL,Unassisted,John Galloway,Joe Nardella,Whipsnakes,2019
1430,870,GOAL,Unassisted,John Galloway,Joe Nardella,Whipsnakes,2019
1158,694,GOAL,Unassisted,Tim Troutner,Connor Kelly,Whipsnakes,2019
1232,966,GOAL,Unassisted,Tim Troutner,Jake Bernhardt,Whipsnakes,2019
1036,1223,GOAL,Unassisted,Tim Troutner,John Haus,Whipsnakes,2019
1108,559,GOAL,Unassisted,Tim Troutner,John Haus,Whipsnakes,2019
1155,668,GOAL,Unassisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1064,840,MESSY SAVE,Unassisted,Jack Concannon,Tom Schreiber,Archers,2019
971,1299,MESSY SAVE,Unassisted,Scott Rodgers,Ryan Ambler,Archers,2019
1399,997,MESSY SAVE,Unassisted,Blaze Riorden,Dan Eipp,Archers,2019
1337,1137,MESSY SAVE,Unassisted,Blaze Riorden,Marcus Holman,Archers,2019
1374,1281,MESSY SAVE,Unassisted,Blaze Riorden,Tom Schreiber,Archers,2019
1328,1405,MESSY SAVE,Unassisted,Brett Queener,Austin Sims,Archers,2019
1383,572,MESSY SAVE,Unassisted,Brett Queener,Ryan Ambler,Archers,2019
1506,816,MESSY SAVE,Unassisted,Jack Concannon,Dan Eipp,Archers,2019
1221,499,MESSY SAVE,Unassisted,Jack Concannon,Joey Sankey,Archers,2019
1424,1232,MESSY SAVE,Unassisted,Jack Concannon,Tom Schreiber,Archers,2019
941,852,MESSY SAVE,Unassisted,Jack Concannon,Will Manny,Archers,2019
1056,555,MESSY SAVE,Unassisted,Jack Concannon,Will Manny,Archers,2019
1557,1080,MESSY SAVE,Unassisted,John Galloway,Austin Sims,Archers,2019
1308,670,MESSY SAVE,Unassisted,John Galloway,Will Manny,Archers,2019
1043,1390,MESSY SAVE,Unassisted,Kyle Bernlohr,Will Manny,Archers,2019
1354,656,MESSY SAVE,Unassisted,Scott Rodgers,Christian Cuccinello,Archers,2019
1200,1434,MESSY SAVE,Unassisted,Scott Rodgers,Ryan Ambler,Archers,2019
1021,793,MESSY SAVE,Unassisted,Tim Troutner,Will Manny,Archers,2019
923,1232,MESSY SAVE,Unassisted,Alex Ready,Christian Cuccinello,Archers,2019
1179,729,MESSY SAVE,Unassisted,Alex Ready,Christian Cuccinello,Archers,2019
1130,1595,MESSY SAVE,Unassisted,Alex Ready,Marcus Holman,Archers,2019
1355,1537,MESSY SAVE,Unassisted,Alex Ready,Marcus Holman,Archers,2019
1073,1272,MESSY SAVE,Unassisted,Blaze Riorden,Ben Mcintosh,Archers,2019
1385,696,MESSY SAVE,Unassisted,Blaze Riorden,Tom Schreiber,Archers,2019
1010,1484,MESSY SAVE,Unassisted,Brett Queener,Marcus Holman,Archers,2019
1284,891,MESSY SAVE,Unassisted,Jack Concannon,Brendan Fowler,Archers,2019
1107,1434,MESSY SAVE,Unassisted,Jack Concannon,Marcus Holman,Archers,2019
1944,1353,MESSY SAVE,Unassisted,Jack Concannon,Marcus Holman,Archers,2019
1034,619,MESSY SAVE,Unassisted,Jack Concannon,Tom Schreiber,Archers,2019
1272,671,MESSY SAVE,Unassisted,Jack Concannon,Tom Schreiber,Archers,2019
1342,660,MESSY SAVE,Unassisted,Jack Concannon,Tom Schreiber,Archers,2019
940,1298,MESSY SAVE,Unassisted,Jack Concannon,Will Manny,Archers,2019
1174,723,MESSY SAVE,Unassisted,Kyle Bernlohr,Christian Cuccinello,Archers,2019
989,1234,MESSY SAVE,Unassisted,Kyle Bernlohr,Dan Eipp,Archers,2019
996,684,MESSY SAVE,Unassisted,Kyle Bernlohr,Joey Sankey,Archers,2019
1109,1333,MESSY SAVE,Unassisted,Tim Troutner,Ben Mcintosh,Archers,2019
916,1191,MESSY SAVE,Unassisted,Tim Troutner,Kevin Rice,Archers,2019
1099,1337,MESSY SAVE,Unassisted,Tim Troutner,Kevin Rice,Archers,2019
1244,1315,MESSY SAVE,Unassisted,Tim Troutner,Kevin Rice,Archers,2019
872,1159,MESSY SAVE,Unassisted,Tim Troutner,Marcus Holman,Archers,2019
877,1156,MESSY SAVE,Unassisted,Tim Troutner,Marcus Holman,Archers,2019
877,851,MESSY SAVE,Unassisted,Tim Troutner,James Pannell,Atlas,2019
861,852,MESSY SAVE,Unassisted,Drew Adams,Eric Law,Atlas,2019
1114,1334,MESSY SAVE,Unassisted,Adam Ghitelman,Kieran McArdle,Atlas,2019
1101,1311,MESSY SAVE,Unassisted,Adam Ghitelman,Paul Rabil,Atlas,2019
1221,1562,MESSY SAVE,Unassisted,Adam Ghitelman,Paul Rabil,Atlas,2019
1280,1355,MESSY SAVE,Unassisted,Blaze Riorden,Paul Rabil,Atlas,2019
953,866,MESSY SAVE,Unassisted,John Galloway,Joel Tinney,Atlas,2019
997,831,MESSY SAVE,Unassisted,John Galloway,Joel Tinney,Atlas,2019
1370,682,MESSY SAVE,Unassisted,John Galloway,Paul Rabil,Atlas,2019
1400,1330,MESSY SAVE,Unassisted,Tim Troutner,Paul Rabil,Atlas,2019
1615,1103,MESSY SAVE,Unassisted,Tim Troutner,Paul Rabil,Atlas,2019
903,1158,MESSY SAVE,Unassisted,Adam Ghitelman,Connor Buczek,Atlas,2019
957,1207,MESSY SAVE,Unassisted,Adam Ghitelman,Connor Buczek,Atlas,2019
936,1223,MESSY SAVE,Unassisted,Adam Ghitelman,John Crawley,Atlas,2019
1206,684,MESSY SAVE,Unassisted,Adam Ghitelman,John Crawley,Atlas,2019
1481,676,MESSY SAVE,Unassisted,Adam Ghitelman,Paul Rabil,Atlas,2019
1297,803,MESSY SAVE,Unassisted,Adam Ghitelman,Steven Denapoli,Atlas,2019
1453,550,MESSY SAVE,Unassisted,Blaze Riorden,Connor Buczek,Atlas,2019
1298,841,MESSY SAVE,Unassisted,Blaze Riorden,Paul Rabil,Atlas,2019
1057,1311,MESSY SAVE,Unassisted,Blaze Riorden,Ryan Brown,Atlas,2019
1934,1193,MESSY SAVE,Unassisted,Drew Adams,Kyle Hartzell,Atlas,2019
1245,1411,MESSY SAVE,Unassisted,John Galloway,Connor Buczek,Atlas,2019
1637,867,MESSY SAVE,Unassisted,John Galloway,Connor Buczek,Atlas,2019
1129,1185,MESSY SAVE,Unassisted,John Galloway,Jake Richard,Atlas,2019
1458,1229,MESSY SAVE,Unassisted,John Galloway,John Crawley,Atlas,2019
1350,522,MESSY SAVE,Unassisted,John Galloway,Kyle Hartzell,Atlas,2019
1021,1086,MESSY SAVE,Unassisted,John Galloway,Paul Rabil,Atlas,2019
1476,663,MESSY SAVE,Unassisted,John Galloway,Paul Rabil,Atlas,2019
1396,597,MESSY SAVE,Unassisted,John Galloway,Ryan Brown,Atlas,2019
1227,1252,MESSY SAVE,Unassisted,Kyle Bernlohr,Connor Buczek,Atlas,2019
872,855,MESSY SAVE,Unassisted,Kyle Bernlohr,Kieran McArdle,Atlas,2019
1070,747,MESSY SAVE,Unassisted,Kyle Bernlohr,Kieran McArdle,Atlas,2019
1236,1322,MESSY SAVE,Unassisted,Kyle Bernlohr,Kyle Hartzell,Atlas,2019
1221,1687,MESSY SAVE,Unassisted,Kyle Bernlohr,Ryan Brown,Atlas,2019
970,1201,MESSY SAVE,Unassisted,Tim Troutner,Connor Buczek,Atlas,2019
911,1156,MESSY SAVE,Unassisted,Tim Troutner,Eric Law,Atlas,2019
1147,882,MESSY SAVE,Unassisted,Drew Adams,Josh Byrne,Chaos,2019
1113,1367,MESSY SAVE,Unassisted,Kyle Bernlohr,Connor Fields,Chaos,2019
916,833,MESSY SAVE,Unassisted,Adam Ghitelman,Connor Fields,Chaos,2019
964,859,MESSY SAVE,Unassisted,Adam Ghitelman,Josh Byrne,Chaos,2019
1129,741,MESSY SAVE,Unassisted,Brett Queener,Connor Fields,Chaos,2019
1175,734,MESSY SAVE,Unassisted,Brett Queener,Connor Fields,Chaos,2019
1248,853,MESSY SAVE,Unassisted,Brett Queener,Connor Fields,Chaos,2019
744,1072,MESSY SAVE,Unassisted,Drew Adams,Josh Byrne,Chaos,2019
1267,736,MESSY SAVE,Unassisted,Jack Concannon,Josh Byrne,Chaos,2019
1297,585,MESSY SAVE,Unassisted,John Galloway,Connor Fields,Chaos,2019
1047,373,MESSY SAVE,Unassisted,John Galloway,Josh Byrne,Chaos,2019
1128,592,MESSY SAVE,Unassisted,Kyle Bernlohr,Connor Fields,Chaos,2019
1420,875,MESSY SAVE,Unassisted,Kyle Bernlohr,Connor Fields,Chaos,2019
1323,1175,MESSY SAVE,Unassisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1390,1104,MESSY SAVE,Unassisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1449,678,MESSY SAVE,Unassisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1587,1209,MESSY SAVE,Unassisted,Kyle Bernlohr,Deemer Class,Chaos,2019
1313,1481,MESSY SAVE,Unassisted,Kyle Bernlohr,Eric Scott,Chaos,2019
1399,1343,MESSY SAVE,Unassisted,Kyle Bernlohr,Jake Froccaro,Chaos,2019
1491,1239,MESSY SAVE,Unassisted,Kyle Bernlohr,Myles Jones,Chaos,2019
1316,1331,MESSY SAVE,Unassisted,Tim Troutner,Kyle Mcclancy,Chaos,2019
1431,1209,MESSY SAVE,Unassisted,Adam Ghitelman,Kyle Mcclancy,Chaos,2019
1345,1058,MESSY SAVE,Unassisted,Brett Queener,Dhane Smith,Chaos,2019
1044,1116,MESSY SAVE,Unassisted,Brett Queener,Jack Rowlett,Chaos,2019
941,1201,MESSY SAVE,Unassisted,Brett Queener,Jake Froccaro,Chaos,2019
1521,771,MESSY SAVE,Unassisted,Brett Queener,Jake Froccaro,Chaos,2019
1128,1194,MESSY SAVE,Unassisted,Brett Queener,Kyle Mcclancy,Chaos,2019
1102,1025,MESSY SAVE,Unassisted,Brett Queener,Miles Thompson,Chaos,2019
904,1160,MESSY SAVE,Unassisted,Jack Concannon,Connor Fields,Chaos,2019
1055,725,MESSY SAVE,Unassisted,Jack Concannon,Eric Scott,Chaos,2019
1517,1202,MESSY SAVE,Unassisted,Jack Concannon,Jake Froccaro,Chaos,2019
1358,1156,MESSY SAVE,Unassisted,John Galloway,Tommy Kelly,Chaos,2019
750,1040,MESSY SAVE,Unassisted,Kyle Bernlohr,Connor Fields,Chaos,2019
930,1201,MESSY SAVE,Unassisted,Kyle Bernlohr,Connor Fields,Chaos,2019
1013,1150,MESSY SAVE,Unassisted,Kyle Bernlohr,Miles Thompson,Chaos,2019
1283,1463,MESSY SAVE,Unassisted,Tim Troutner,Jake Froccaro,Chaos,2019
1333,1380,MESSY SAVE,Unassisted,Tim Troutner,Myles Jones,Chaos,2019
1180,824,MESSY SAVE,Unassisted,Tim Troutner,Tommy Kelly,Chaos,2019
1507,1040,MESSY SAVE,Unassisted,Tim Troutner,Tommy Kelly,Chaos,2019
829,846,MESSY SAVE,Unassisted,Dan Morris,Jordan MacIntosh,Chrome,2019
862,1159,MESSY SAVE,Unassisted,Drew Adams,Justin Guterding,Chrome,2019
1072,1175,MESSY SAVE,Unassisted,Jack Concannon,John Ranagan,Chrome,2019
982,408,MESSY SAVE,Unassisted,Adam Ghitelman,Justin Guterding,Chrome,2019
1219,755,MESSY SAVE,Unassisted,Blaze Riorden,John Ranagan,Chrome,2019
1093,829,MESSY SAVE,Unassisted,Blaze Riorden,Simon Mathias,Chrome,2019
1183,1396,MESSY SAVE,Unassisted,Dan Morris,John Ranagan,Chrome,2019
1286,600,MESSY SAVE,Unassisted,Drew Adams,Justin Guterding,Chrome,2019
1379,1464,MESSY SAVE,Unassisted,Drew Adams,Romar Dennis,Chrome,2019
1268,1320,MESSY SAVE,Unassisted,Jack Concannon,John Ranagan,Chrome,2019
1063,786,MESSY SAVE,Unassisted,Jack Concannon,Justin Guterding,Chrome,2019
1546,1273,MESSY SAVE,Unassisted,Jack Concannon,Romar Dennis,Chrome,2019
947,859,MESSY SAVE,Unassisted,Jack Concannon,Simon Mathias,Chrome,2019
1225,1325,MESSY SAVE,Unassisted,Tim Troutner,John Ranagan,Chrome,2019
1026,707,MESSY SAVE,Unassisted,Adam Ghitelman,Jordan Wolf,Chrome,2019
1060,1199,MESSY SAVE,Unassisted,Adam Ghitelman,Jordan Wolf,Chrome,2019
1459,1110,MESSY SAVE,Unassisted,Adam Ghitelman,Ned Crotty,Chrome,2019
1068,585,MESSY SAVE,Unassisted,Adam Ghitelman,Simon Mathias,Chrome,2019
1178,502,MESSY SAVE,Unassisted,Adam Ghitelman,Simon Mathias,Chrome,2019
1239,1551,MESSY SAVE,Unassisted,Blaze Riorden,Jordan MacIntosh,Chrome,2019
900,1160,MESSY SAVE,Unassisted,Blaze Riorden,Jordan Wolf,Chrome,2019
1004,1174,MESSY SAVE,Unassisted,Blaze Riorden,Jordan Wolf,Chrome,2019
1052,1277,MESSY SAVE,Unassisted,Blaze Riorden,Jordan Wolf,Chrome,2019
1102,809,MESSY SAVE,Unassisted,Blaze Riorden,Max Tuttle,Chrome,2019
1046,542,MESSY SAVE,Unassisted,Blaze Riorden,Ned Crotty,Chrome,2019
1417,511,MESSY SAVE,Unassisted,Blaze Riorden,Romar Dennis,Chrome,2019
1263,1606,MESSY SAVE,Unassisted,Dan Morris,Matt Danowski,Chrome,2019
965,1166,MESSY SAVE,Unassisted,Dan Morris,Max Tuttle,Chrome,2019
937,1284,MESSY SAVE,Unassisted,Drew Adams,Matt Danowski,Chrome,2019
1337,532,MESSY SAVE,Unassisted,Jack Concannon,John Ranagan,Chrome,2019
1025,1099,MESSY SAVE,Unassisted,Jack Concannon,Jordan Wolf,Chrome,2019
1092,1215,MESSY SAVE,Unassisted,Jack Concannon,Ned Crotty,Chrome,2019
1496,826,MESSY SAVE,Unassisted,Jack Concannon,Ned Crotty,Chrome,2019
1168,1408,MESSY SAVE,Unassisted,Tim Troutner,Jordan Wolf,Chrome,2019
925,1154,MESSY SAVE,Unassisted,Blaze Riorden,Matt Kavanagh,Redwoods,2019
909,787,MESSY SAVE,Unassisted,Kyle Bernlohr,Jules Heningburg,Redwoods,2019
1021,833,MESSY SAVE,Unassisted,Kyle Bernlohr,Jules Heningburg,Redwoods,2019
1525,1012,MESSY SAVE,Unassisted,Blaze Riorden,Sergio Perkovic,Redwoods,2019
1287,748,MESSY SAVE,Unassisted,Brett Queener,Matt Kavanagh,Redwoods,2019
998,868,MESSY SAVE,Unassisted,Drew Adams,Matt Kavanagh,Redwoods,2019
989,546,MESSY SAVE,Unassisted,Drew Adams,Ryder Garnsey,Redwoods,2019
1410,1262,MESSY SAVE,Unassisted,Jack Concannon,Garrett Epple,Redwoods,2019
903,823,MESSY SAVE,Unassisted,Jack Concannon,Jules Heningburg,Redwoods,2019
1134,1366,MESSY SAVE,Unassisted,Jack Concannon,Jules Heningburg,Redwoods,2019
1210,1455,MESSY SAVE,Unassisted,Jack Concannon,Sergio Perkovic,Redwoods,2019
1008,745,MESSY SAVE,Unassisted,Kyle Bernlohr,Joe Walters,Redwoods,2019
1269,991,MESSY SAVE,Unassisted,Kyle Bernlohr,Joe Walters,Redwoods,2019
1007,894,MESSY SAVE,Unassisted,Kyle Bernlohr,Matt Kavanagh,Redwoods,2019
1339,700,MESSY SAVE,Unassisted,Kyle Bernlohr,Ryder Garnsey,Redwoods,2019
1517,1204,MESSY SAVE,Unassisted,Kyle Bernlohr,Sergio Perkovic,Redwoods,2019
1373,1370,MESSY SAVE,Unassisted,Kyle Bernlohr,Sergio Salcido,Redwoods,2019
1155,456,MESSY SAVE,Unassisted,Blaze Riorden,Sergio Salcido,Redwoods,2019
1639,1187,MESSY SAVE,Unassisted,Brett Queener,Brent Adams,Redwoods,2019
1477,890,MESSY SAVE,Unassisted,Brett Queener,Greg Gurenlian,Redwoods,2019
1624,911,MESSY SAVE,Unassisted,Brett Queener,Sergio Perkovic,Redwoods,2019
1312,686,MESSY SAVE,Unassisted,Brett Queener,Sergio Salcido,Redwoods,2019
1057,1264,MESSY SAVE,Unassisted,Drew Adams,Jules Heningburg,Redwoods,2019
1140,707,MESSY SAVE,Unassisted,Drew Adams,Matt Kavanagh,Redwoods,2019
1449,757,MESSY SAVE,Unassisted,Drew Adams,Patrick Harbeson,Redwoods,2019
1420,1474,MESSY SAVE,Unassisted,Jack Concannon,John Sexton,Redwoods,2019
979,1243,MESSY SAVE,Unassisted,Jack Concannon,Matt Kavanagh,Redwoods,2019
1081,640,MESSY SAVE,Unassisted,Jack Concannon,Matt Kavanagh,Redwoods,2019
1261,520,MESSY SAVE,Unassisted,Jack Concannon,Matt Kavanagh,Redwoods,2019
1339,1093,MESSY SAVE,Unassisted,Jack Concannon,Patrick Harbeson,Redwoods,2019
1545,1287,MESSY SAVE,Unassisted,John Galloway,Kyle Harrison,Redwoods,2019
1291,536,MESSY SAVE,Unassisted,John Galloway,Sergio Salcido,Redwoods,2019
1474,856,MESSY SAVE,Unassisted,Kyle Bernlohr,Brent Adams,Redwoods,2019
1302,753,MESSY SAVE,Unassisted,Kyle Bernlohr,Garrett Epple,Redwoods,2019
1437,912,MESSY SAVE,Unassisted,Kyle Bernlohr,Greg Gurenlian,Redwoods,2019
1076,741,MESSY SAVE,Unassisted,Kyle Bernlohr,Jules Heningburg,Redwoods,2019
1286,1463,MESSY SAVE,Unassisted,Kyle Bernlohr,Kyle Harrison,Redwoods,2019
974,1171,MESSY SAVE,Unassisted,Blaze Riorden,Matt Rambo,Whipsnakes,2019
1106,783,MESSY SAVE,Unassisted,Adam Ghitelman,Matt Rambo,Whipsnakes,2019
966,733,MESSY SAVE,Unassisted,Blaze Riorden,Ben Reeves,Whipsnakes,2019
1480,697,MESSY SAVE,Unassisted,Blaze Riorden,Connor Kelly,Whipsnakes,2019
1421,1141,MESSY SAVE,Unassisted,Blaze Riorden,John Haus,Whipsnakes,2019
1025,646,MESSY SAVE,Unassisted,Drew Adams,Ben Reeves,Whipsnakes,2019
953,864,MESSY SAVE,Unassisted,Drew Adams,Matt Rambo,Whipsnakes,2019
1074,848,MESSY SAVE,Unassisted,Drew Adams,Matt Rambo,Whipsnakes,2019
1329,1416,MESSY SAVE,Unassisted,Jack Concannon,Drew Snider,Whipsnakes,2019
1627,613,MESSY SAVE,Unassisted,Jack Concannon,John Haus,Whipsnakes,2019
885,851,MESSY SAVE,Unassisted,John Galloway,Matt Rambo,Whipsnakes,2019
1539,1071,MESSY SAVE,Unassisted,John Galloway,Mike Chanenchuk,Whipsnakes,2019
1236,575,MESSY SAVE,Unassisted,Tim Troutner,Connor Kelly,Whipsnakes,2019
1059,556,MESSY SAVE,Unassisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
1245,838,MESSY SAVE,Unassisted,Tim Troutner,Matt Rambo,Whipsnakes,2019
850,1152,MESSY SAVE,Unassisted,Blaze Riorden,Connor Kelly,Whipsnakes,2019
1481,1416,MESSY SAVE,Unassisted,Blaze Riorden,Drew Snider,Whipsnakes,2019
1079,758,MESSY SAVE,Unassisted,Blaze Riorden,Joe Locascio,Whipsnakes,2019
1430,676,MESSY SAVE,Unassisted,Blaze Riorden,Joe Locascio,Whipsnakes,2019
1027,1247,MESSY SAVE,Unassisted,Blaze Riorden,Joe Nardella,Whipsnakes,2019
1285,882,MESSY SAVE,Unassisted,Blaze Riorden,Joe Nardella,Whipsnakes,2019
1442,856,MESSY SAVE,Unassisted,Blaze Riorden,Joe Nardella,Whipsnakes,2019
1597,1004,MESSY SAVE,Unassisted,Blaze Riorden,Michael Ehrhardt,Whipsnakes,2019
1037,739,MESSY SAVE,Unassisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
1067,1317,MESSY SAVE,Unassisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
1979,894,MESSY SAVE,Unassisted,Blaze Riorden,Ryan Drenner,Whipsnakes,2019
974,1261,MESSY SAVE,Unassisted,Drew Adams,Drew Snider,Whipsnakes,2019
1017,639,MESSY SAVE,Unassisted,Drew Adams,Jake Bernhardt,Whipsnakes,2019
1655,869,MESSY SAVE,Unassisted,Jack Concannon,Michael Ehrhardt,Whipsnakes,2019
1047,1197,MESSY SAVE,Unassisted,Jack Concannon,Ryan Drenner,Whipsnakes,2019
1195,1230,MESSY SAVE,Unassisted,Jack Concannon,Ryan Drenner,Whipsnakes,2019
1382,1241,MESSY SAVE,Unassisted,Jack Concannon,Ryan Drenner,Whipsnakes,2019
1239,868,MESSY SAVE,Unassisted,John Galloway,Mike Chanenchuk,Whipsnakes,2019
1572,1167,MESSY SAVE,Unassisted,Tim Troutner,Connor Kelly,Whipsnakes,2019
1003,1136,MESSY SAVE,Unassisted,Tim Troutner,John Haus,Whipsnakes,2019
1522,1008,MESSY SAVE,Unassisted,Tim Troutner,Ryan Drenner,Whipsnakes,2019
1016,1247,OFF,Unassisted,Brett Queener,Ryan Ambler,Archers,2019
1080,670,OFF,Unassisted,Blaze Riorden,Joey Sankey,Archers,2019
1320,780,OFF,Unassisted,Blaze Riorden,Joey Sankey,Archers,2019
1599,767,OFF,Unassisted,Blaze Riorden,Matt McMahon,Archers,2019
1378,1131,OFF,Unassisted,Blaze Riorden,Ryan Ambler,Archers,2019
1458,905,OFF,Unassisted,Blaze Riorden,Tom Schreiber,Archers,2019
1350,1325,OFF,Unassisted,Brett Queener,Austin Sims,Archers,2019
1251,1279,OFF,Unassisted,Brett Queener,Joey Sankey,Archers,2019
1386,784,OFF,Unassisted,Brett Queener,Joey Sankey,Archers,2019
1314,668,OFF,Unassisted,Brett Queener,Ryan Ambler,Archers,2019
1341,1490,OFF,Unassisted,Brett Queener,Will Manny,Archers,2019
1346,1274,OFF,Unassisted,Jack Concannon,Austin Sims,Archers,2019
1494,1111,OFF,Unassisted,Jack Concannon,Dan Eipp,Archers,2019
1430,1112,OFF,Unassisted,Jack Concannon,Ian MacKay,Archers,2019
1571,1237,OFF,Unassisted,Jack Concannon,Ian MacKay,Archers,2019
912,727,OFF,Unassisted,Jack Concannon,Joey Sankey,Archers,2019
1507,910,OFF,Unassisted,Jack Concannon,Marcus Holman,Archers,2019
1118,586,OFF,Unassisted,Jack Concannon,Tom Schreiber,Archers,2019
1472,959,OFF,Unassisted,Jack Concannon,Tom Schreiber,Archers,2019
1505,626,OFF,Unassisted,John Galloway,Matt McMahon,Archers,2019
1453,1432,OFF,Unassisted,John Galloway,Tom Schreiber,Archers,2019
1372,812,OFF,Unassisted,Kyle Bernlohr,Christian Cuccinello,Archers,2019
1394,1143,OFF,Unassisted,Kyle Bernlohr,Scott Ratliff,Archers,2019
1301,1064,OFF,Unassisted,Kyle Bernlohr,Tyler Pfister,Archers,2019
1092,465,OFF,Unassisted,Kyle Bernlohr,Will Manny,Archers,2019
1469,861,OFF,Unassisted,Tim Troutner,Dan Eipp,Archers,2019
1480,963,OFF,Unassisted,Tim Troutner,Dan Eipp,Archers,2019
829,855,OFF,Unassisted,Tim Troutner,Marcus Holman,Archers,2019
1468,760,OFF,Unassisted,Tim Troutner,Ryan Ambler,Archers,2019
1695,878,OFF,Unassisted,Tim Troutner,Tom Schreiber,Archers,2019
1148,453,OFF,Unassisted,Tim Troutner,Will Manny,Archers,2019
1445,831,OFF,Unassisted,Blaze Riorden,Brendan Fowler,Archers,2019
958,1198,OFF,Unassisted,Blaze Riorden,Christian Cuccinello,Archers,2019
1062,798,OFF,Unassisted,Blaze Riorden,Christian Cuccinello,Archers,2019
1078,1202,OFF,Unassisted,Blaze Riorden,Christian Cuccinello,Archers,2019
1190,820,OFF,Unassisted,Blaze Riorden,Christian Cuccinello,Archers,2019
1368,945,OFF,Unassisted,Blaze Riorden,Dan Eipp,Archers,2019
1442,669,OFF,Unassisted,Blaze Riorden,Tom Schreiber,Archers,2019
1200,1154,OFF,Unassisted,Jack Concannon,Brendan Fowler,Archers,2019
1035,1303,OFF,Unassisted,Jack Concannon,Christian Cuccinello,Archers,2019
1232,740,OFF,Unassisted,Jack Concannon,Christian Cuccinello,Archers,2019
1449,796,OFF,Unassisted,Jack Concannon,Dan Eipp,Archers,2019
945,680,OFF,Unassisted,Jack Concannon,Joey Sankey,Archers,2019
913,1159,OFF,Unassisted,Jack Concannon,Marcus Holman,Archers,2019
955,1405,OFF,Unassisted,Jack Concannon,Marcus Holman,Archers,2019
1051,1411,OFF,Unassisted,Jack Concannon,Marcus Holman,Archers,2019
1224,1549,OFF,Unassisted,Jack Concannon,Marcus Holman,Archers,2019
1499,719,OFF,Unassisted,Jack Concannon,Mark Mcneill,Archers,2019
1529,1064,OFF,Unassisted,Jack Concannon,Tom Schreiber,Archers,2019
1057,1445,OFF,Unassisted,John Galloway,Ben Mcintosh,Archers,2019
942,756,OFF,Unassisted,John Galloway,Christian Cuccinello,Archers,2019
1012,1303,OFF,Unassisted,John Galloway,Dan Eipp,Archers,2019
994,1163,OFF,Unassisted,John Galloway,Marcus Holman,Archers,2019
1069,1358,OFF,Unassisted,John Galloway,Scott Ratliff,Archers,2019
1054,1371,OFF,Unassisted,John Galloway,Tom Schreiber,Archers,2019
1594,1023,OFF,Unassisted,John Galloway,Tom Schreiber,Archers,2019
1381,1056,OFF,Unassisted,Kyle Bernlohr,Ben Mcintosh,Archers,2019
1438,1394,OFF,Unassisted,Kyle Bernlohr,Tom Schreiber,Archers,2019
1452,1471,OFF,Unassisted,Scott Rodgers,Marcus Holman,Archers,2019
1488,755,OFF,Unassisted,Scott Rodgers,Mark Mcneill,Archers,2019
1386,797,OFF,Unassisted,Tim Troutner,Dan Eipp,Archers,2019
1420,734,OFF,Unassisted,Tim Troutner,Dan Eipp,Archers,2019
906,1168,OFF,Unassisted,Tim Troutner,Kevin Rice,Archers,2019
997,1486,OFF,Unassisted,Tim Troutner,Marcus Holman,Archers,2019
1052,1089,OFF,Unassisted,Tim Troutner,Marcus Holman,Archers,2019
