"","player_name","drafted","GP","min_total","adjoe","ht_rev","Min_per"
"2168","BENJAMIN STEWART","No",7,1.4,67.7867485714286,77,0.2
"2169","BENJAMIN ULOKO","No",53,1815.5,102.724941063068,79,34.2547169811321
"2170","BENJI BELL","No",33,828.3,106.612,76,25.1
"2171","BENNEDICT MATHURIN","No",26,1609.4,124.952,79,61.9
"2172","BENNETT DAVIS","No",10,30,83.1851,81,3
"2173","BENNETT HOLLEY","No",103,1851,112.825356672069,80,17.9708737864078
"2174","BENNETT KOCH","No",120,4927.5,113.970938143075,81.75,41.0625
"2175","BENNETT KWIECINSKI","No",9,64.8,68.3029,80,7.2
"2176","BENNETT MOHN","No",9,60.3,78.9988,78,6.7
"2177","BENNETT RUTHERFORD","No",3,0.9,104.726,74,0.3
"2178","BENNIE BOATWRIGHT","No",106,6021.2,123.06261613964,82,56.8037735849057
"2179","BENNIE RHODES","No",18,243,98.9445,78,13.5
"2180","BENNY PARKER","No",130,7227.2,85.1357048621873,69,55.5938461538462
"2181","BENNY VALENTINE","No",53,3169.4,102.73499337414,67,59.8
"2182","BENQUAN PETTY","No",4,16,24.9903,69,4
"2183","BENSON AKPAN","No",28,632.8,108.231,81,22.6
"2184","BENSON EGEMONYE","No",35,2282,117.981,82,65.2
"2185","BENSON LIN","No",31,1829,93.4251,76,59
"2186","BENSON OSAYANDE","No",49,1078.7,99.5185048669695,80.5,22.0142857142857
"2187","BENTIU PANOAM","No",46,1052.6,97.5568313889417,74,22.8826086956522
"2188","BENZOR SIMMONS","No",88,4932.2,105.41824800292,77,56.0477272727273
"2189","BEON RILEY","No",10,58,56.2621,77,5.8
"2190","BEREND WEIJS","No",55,1082.9,90.1603478991597,82,19.6890909090909
"2191","BERNARD CHERESTAL","No",2,0.2,-7.30046,80,0.1
"2192","BERNARD GIFFORD","No",4,2,162.609,74,0.5
"2193","BERNARD JAMES","Yes",69,4203.3,111.841036114481,82,60.9173913043478
"2194","BERNARD KAMWA","No",29,660.3,68.4781353930032,80,22.7689655172414
"2195","BERNARD KOUMA","No",26,377,103.322,82,14.5
"2196","BERNARD MORENA","No",85,3829.4,87.1260821199143,80,45.0517647058823
"2197","BERNARD RIMMER","No",18,304.2,76.0363,80,16.9
"2198","BERNARD SULLIVAN","No",79,1407.1,83.5947074195153,79.5,17.8113924050633
"2199","BERNARD THOMPSON","No",129,9716.6,106.973131342239,75,75.322480620155
"2200","BERNARD TOOMBS","No",58,2952,99.6905453252032,81.5,50.8965517241379
"2201","BERNARD WEBB","No",7,11.2,50.3099,81,1.6
"2202","BERNARD WOODSIDE","No",3,0.6,182.776,72,0.2
"2203","BERNARDO DA SILVA","No",27,632.7,102.443476813656,81,23.4333333333333
"2204","BERNIE ANDRE","No",66,4316.2,104.257252675965,78.3333333333333,65.3969696969697
"2205","BERRICK JEANLOUIS","No",31,1472.1,92.0661325453434,76,47.4870967741935
"2206","BERTRAND NKALI","No",55,1250.9,100.220937844752,80.5,22.7436363636364
"2207","BIGGIE MINNIS","No",28,1349.6,97.4042,75,48.2
"2208","BIJON JONES","No",28,1629.6,56.2789,70,58.2
"2209","BIK GILL","No",18,118.4,72.2777875,79,6.57777777777778
"2210","BIKO PARIS","No",98,5529.8,103.719909336685,73,56.4265306122449
"2211","BILAL ABDUR-RAHIM","No",24,600,105.818,79,25
"2212","BILAL BENN","No",65,5400.5,106.705828904731,77,83.0846153846154
"2213","BILAL DIXON","No",124,6480.5,102.447869988427,80.5,52.2620967741936
"2214","BILAL SHABAZZ","No",4,7.6,137.712,80,1.9
"2215","BILL AMIS","No",50,3273.4,103.445420382477,81,65.468
"2216","BILL AWET","No",25,325.9,57.7144823258668,80,13.036
"2217","BILL CLARK","No",119,7062.4,115.905948558564,76.6,59.3478991596639
"2218","BILL COLE","No",87,3739.6,111.681020643919,81,42.983908045977
"2219","BILL EADDY","No",65,1544.2,90.9032296982256,78,23.7569230769231
"2220","BILL EDWARDS","No",49,1214.9,87.5439688534036,78,24.7938775510204
"2221","BILL FREEMAN","No",14,247.8,97.579,76,17.7
"2222","BILL LALLY","No",9,7.3,13.241101369863,72,0.811111111111111
"2223","BILL MUSE JR.","No",13,40.3,74.2344,74,3.1
"2224","BILL PECORA","No",2,1.2,-1.11286,NA,0.6
"2225","BILL WAMPLER","No",62,4450.3,117.936669909894,78,71.7790322580645
"2226","BILL WEAVER","No",49,512.1,70.4248210310486,76,10.4510204081633
"2227","BILLY ALLEN","No",89,2196.2,87.3053308350788,78,24.676404494382
"2228","BILLY BARON","No",104,7355.2,128.502065733087,74,70.7230769230769
"2229","BILLY BLACKMON","No",35,1539.2,79.860472972973,82,43.9771428571429
"2230","BILLY BROWN","No",104,5828.6,85.0330117386679,75,56.0442307692308
"2231","BILLY BUNNIES","No",11,20.1,84.1844114427861,NA,1.82727272727273
"2232","BILLY COTTON","No",20,312,79.508,78,15.6
"2233","BILLY DONOVAN","No",16,44.8,45.7798,74,2.8
"2234","BILLY GARRETT JR.","No",125,8859.6,115.375699534968,77.75,70.8768
"2235","BILLY GILES","No",59,2753.3,99.6718427704936,79,46.6661016949153
"2236","BILLY HUMPHREY","No",13,444.6,114.323,75,34.2
"2237","BILLY INGRAM","No",28,405.4,77.2781209176122,78,14.4785714285714
"2238","BILLY JACKSON","No",32,1091.2,64.0559,72,34.1
"2239","BILLY KIDD","No",1,0.1,82.0385,76,0.1
"2240","BILLY MOLINARI","No",2,6,35.522,74,3
"2241","BILLY MURPHY","No",43,46.2,82.5781363636364,81.25,1.07441860465116
"2242","BILLY OLIVER","No",58,1913.7,88.9749196582536,80,32.9948275862069
"2243","BILLY PARRISH","No",28,1730.4,93.1165,76,61.8
"2244","BILLY PETTIFORD","No",60,4549.8,83.4054323618621,79,75.83
"2245","BILLY READER","No",78,2837.5,103.112090657269,81.5,36.3782051282051
"2246","BILLY ROBINSON JR.","No",54,2673,88.1812353535353,79,49.5
"2247","BILLY ROSENBERG","No",11,35.2,128.862,NA,3.2
"2248","BILLY WAMPLER","No",57,2231.2,105.026660810326,78,39.1438596491228
"2249","BILLY WHITE","No",98,5995.6,117.826410300887,79.3333333333333,61.1795918367347
"2250","BILLYDEE WILLIAMS","No",18,167.4,78.5376,78,9.3
"2251","BING HUANG","No",4,3.6,90.4662,77,0.9
"2252","BIRA SECK","No",61,3338.6,91.4730257233571,77,54.7311475409836
"2253","BISHOP DANIELS","No",62,3602,89.2191758523043,75,58.0967741935484
"2254","BISHOP MENCY","No",106,6162.1,83.4711999642979,77,58.1330188679245
"2255","BISHOP WHEATLEY","No",63,3873.1,87.989640471457,78,61.4777777777778
"2256","BISI ADDEY","No",17,102.7,95.4630194741967,79,6.04117647058824
"2257","BITUMBA BARUTI","No",64,2636.9,80.4903236338124,78.6666666666667,41.2015625
"2258","BIWALI BAYLES","No",19,1027.9,103.668,73,54.1
"2259","BJ DULING","No",58,1748.6,87.1542689351481,79,30.148275862069
"2260","BJ EDWARDS","No",24,580.8,38.4649,72,24.2
"2261","BJ FITZGERALD","No",22,151.8,90.1826,78,6.9
"2262","BJ MARABLE","No",15,151.5,69.564,81,10.1
"2263","BJ MCLAUGHLIN","No",27,1017.9,81.1208,78,37.7
"2264","BJ MCLAURIN","No",3,3.3,71.9555,79,1.1
"2265","BJ MILLER","No",28,2060.8,104.008,73,73.6
"2266","BJ SHEARRY","No",56,3123.1,81.6058951362428,79,55.7696428571429
"2267","BJ SIMMONS","No",5,38.5,102.758,73,7.7
"2268","BJ TAYLOR","No",33,2818.2,123.901,74,85.4
"2269","BJ YOUNG","No",63,4096.1,122.351743267987,75,65.0174603174603
"2270","BJORN BROMAN","No",114,8312.1,100.264242285343,72,72.9131578947368
"2271","BK ASHE","No",33,2547.6,98.6207,73,77.2
"2272","BLAINE BOOHER","No",3,1.2,171.129,NA,0.4
"2273","BLAIR BANKER","No",6,4.2,75.5153,79,0.7
"2274","BLAIR MENDY","No",2,0.6,-6.66079,75,0.3
"2275","BLAIR ORR","No",26,117.6,79.0280826530612,80,4.52307692307692
"2276","BLAISE FFRENCH","No",104,4468.3,76.3538199382315,74,42.9644230769231
"2277","BLAISE MBARGORBA","No",67,1844.7,89.807968238738,83.3333333333333,27.5328358208955
"2278","BLAISE STAAB","No",47,1000.3,91.798577396781,77,21.2829787234043
"2279","BLAKE ALLEN","No",88,6892.9,104.986588997374,73,78.3284090909091
"2280","BLAKE ARNET","No",20,21.8,112.876417293578,71.6666666666667,1.09
"2281","BLAKE BOZEMAN","No",123,9206.7,82.7081660214844,74,74.8512195121951
"2282","BLAKE BRINKMEYER","No",3,6.6,134.96,81,2.2
"2283","BLAKE BROWN","No",29,154.1,108.913343283582,79,5.31379310344828
"2284","BLAKE BRUMWELL","No",92,1929.4,78.8999316471442,79,20.9717391304348
"2285","BLAKE BUCHANAN","No",18,15.7,56.1954102547771,77,0.872222222222222
"2286","BLAKE CUSHINGBERRY","No",78,3556.3,94.5371686696848,75.3333333333333,45.5935897435897
"2287","BLAKE DANIELAK","No",21,282.3,82.0150838469713,79,13.4428571428571
"2288","BLAKE DAVIS","No",38,2023.8,91.660139163949,78,53.2578947368421
"2289","BLAKE EDWARDS","No",6,1.4,61.8625371428571,72,0.233333333333333
"2290","BLAKE FOEMAN","No",64,1118.4,79.0114363733906,79,17.475
"2291","BLAKE FRANCIS","No",101,6665.1,113.200427555476,71.75,65.9910891089109
"2292","BLAKE FURCRON","No",27,531.9,74.7743,76,19.7
"2293","BLAKE GALLAGHER","No",66,1151.6,88.2555510246613,80,17.4484848484848
"2294","BLAKE GRIFFIN","Yes",35,2821,139.82,82,80.6
"2295","BLAKE HAMILTON","No",81,4632,110.122785777202,77.6666666666667,57.1851851851852
"2296","BLAKE HARRIS","No",59,1453.2,96.7841562069915,75,24.6305084745763
"2297","BLAKE HENRY","No",3,1.8,35.4233,80,0.6
"2298","BLAKE HIBBITS","No",30,1851,105.713,79,61.7
"2299","BLAKE HIBBITTS","No",88,3812.5,97.0653178491803,79,43.3238636363636
"2300","BLAKE HINSON","No",60,3736.8,102.841601177478,79,62.28
"2301","BLAKE HOFFARBER","No",97,6747.6,118.67871128994,76,69.5628865979381
"2302","BLAKE HUGGINS","No",39,652.9,98.4370655720631,82,16.7410256410256
"2303","BLAKE JENKINS","No",131,5569.2,110.571833246427,NA,42.5129770992366
"2304","BLAKE JOHNSON","No",3,0.6,-7.20943,70,0.2
"2305","BLAKE JOLIVETTE","No",79,3369.5,83.3980322006232,71,42.6518987341772
"2306","BLAKE JUSTICE","No",5,4,22.9242,75,0.8
"2307","BLAKE KIRBY","No",2,0.4,-4.46415,67,0.2
"2308","BLAKE LAMPMAN","No",55,2404.8,84.1247489687292,74,43.7236363636364
"2309","BLAKE MCBRIDE","No",10,25,56.1038,77,2.5
"2310","BLAKE MCDONALD","No",44,238.1,82.3930786644267,70.75,5.41136363636364
"2311","BLAKE MCLIMANS","No",71,545.3,93.3658736108564,82.25,7.68028169014084
"2312","BLAKE METCALF","No",133,6288.7,87.755429896481,81,47.2834586466165
"2313","BLAKE MISHLER","No",52,1105.2,100.321147882736,80,21.2538461538462
"2314","BLAKE NASH","No",33,914.1,98.4486,72,27.7
"2315","BLAKE NEVINS","No",11,3.8,150.248005263158,77,0.345454545454545
"2316","BLAKE PAGON","No",17,80.8,26.2854251980198,76,4.75294117647059
"2317","BLAKE PAUL","No",122,3927,90.6346297937357,81,32.1885245901639
"2318","BLAKE PRESTON","No",37,1197.2,126.420336451721,81,32.3567567567568
"2319","BLAKE PROVOST","No",23,246.1,35.4476,70,10.7
"2320","BLAKE RALLING","No",79,2437.2,79.6162943377646,77.6666666666667,30.8506329113924
"2321","BLAKE REYNOLDS","No",107,5893.2,108.318110568112,79,55.0766355140187
"2322","BLAKE ROBERTS","No",1,0.3,-3.7232,74,0.3
"2323","BLAKE SANFORD","No",50,2269.9,93.5193605709503,76,45.398
"2324","BLAKE SEACAT","No",7,5.6,91.7872928571429,76,0.8
"2325","BLAKE SIMMONS","No",128,9885.4,95.1576464877496,77,77.2296875
"2326","BLAKE SIMPSON","No",92,2895.6,68.9936019477828,78.75,31.4739130434783
"2327","BLAKE SMITH","No",107,5669.3,86.897981773764,76,52.9841121495327
"2328","BLAKE SPELLMAN","No",9,73.8,74.8395,71,8.2
"2329","BLAKE THOMPSON","No",15,17.9,68.807451396648,NA,1.19333333333333
"2330","BLAKE TRUMAN","No",44,797.6,80.8957926780341,80,18.1272727272727
"2331","BLAKE VEDDER","No",28,55.5,87.4813987387387,87.3333333333333,1.98214285714286
"2332","BLAKE VERBEEK","No",31,537.1,84.5646183019922,82.5,17.3258064516129
"2333","BLAKE WALLACE","No",41,1800.9,103.473647342995,78.5,43.9243902439024
"2334","BLAKE WELLE","No",6,1.8,13.8572666666667,79,0.3
"2335","BLAKE WILKINSON","No",31,493.9,76.808253674833,78.5,15.9322580645161
"2336","BLAKE WILLIAMS","No",26,25.2,30.7007243626984,72.5,0.969230769230769
"2337","BLAZE NIELD","No",37,1231.7,93.2914924088658,73,33.2891891891892
"2338","BLONDEAU TCHOUKUIENGO","No",23,1284.5,92.6571634098871,74,55.8478260869565
"2339","BLONDY BARUTI","No",13,87.1,60.0067,81,6.7
"2340","BO AMUSA","No",47,2497.3,100.665970448084,78,53.1340425531915
"2341","BO BARNES","No",116,4066.9,106.029957707345,76,35.0594827586207
"2342","BO BLIGHT","No",33,463.5,63.3076685221143,79,14.0454545454545
"2343","BO CALHOUN","No",114,5088.2,100.13661146771,77.25,44.6333333333333
"2344","BO HENNING","No",16,216,63.1177,75,13.5
"2345","BO HODGES","No",97,5562.4,105.335596443981,76.5,57.3443298969072
"2346","BO HOLSTON","No",66,2391.8,79.4787203570533,76,36.2393939393939
"2347","BO INGRAM","No",57,3774.1,103.6229875467,77,66.2122807017544
"2348","BO MONTGOMERY","No",16,697.6,78.9561,77,43.6
"2349","BO SPENCER","No",93,7446,108.176404029009,73.6666666666667,80.0645161290323
"2350","BO ZEIGLER","No",123,6365.7,91.0529312283017,78,51.7536585365854
"2351","BOAZ WILLIAMS","No",24,185.4,78.2480213592233,78.5,7.725
"2352","BOB BEVILACQUA","No",52,946.8,78.9065566539924,73,18.2076923076923
"2353","BOBAN JACDONMI","No",44,989.6,95.74462934519,81,22.4909090909091
"2354","BOBBY AHEARN","No",114,5206.9,92.4837031304615,78,45.6745614035088
"2355","BOBBY ARTHUR-WILLIAMS","No",30,1236,73.7408,79,41.2
"2356","BOBBY AUSTIN","No",71,4163.9,86.3129032671294,75,58.6464788732394
"2357","BOBBY BROWN","No",109,5670.8,90.6434203163575,78.75,52.0256880733945
"2358","BOBBY CAPOBIANCO","No",116,3549.4,101.049152329971,81.25,30.598275862069
"2359","BOBBY CONLEY","No",63,3588.8,92.8424250780205,73,56.9650793650794
"2360","BOBBY DAVIS","No",30,2511,107.865,78,83.7
"2361","BOBBY DUNCAN","No",28,161,67.2167869565217,76,5.75
"2362","BOBBY FOLEY","No",30,53.7,117.098081564246,77,1.79
"2363","BOBBY FRASCO","No",9,9.9,-2.10718,76,1.1
"2364","BOBBY FRASOR","No",37,1602.1,88.1277,75,43.3
"2365","BOBBY GARBADE","No",47,141.9,48.8533038054968,83,3.01914893617021
"2366","BOBBY GRIFFIN","No",1,0.1,-5.87226,NA,0.1
"2367","BOBBY HAIN","No",99,5726.3,109.148801652027,81.25,57.8414141414141
"2368","BOBBY HARVEY","No",14,499.8,81.3869,75,35.7
"2369","BOBBY HOEKSTRA","No",9,8.1,69.9826,79,0.9
"2370","BOBBY HOLLAND","No",10,13,10.8533,73,1.3
"2371","BOBBY HORDYSKI","No",6,4.8,129.203,70,0.8
"2372","BOBBY HORODYSKI","No",13,10,70.018772,72,0.769230769230769
"2373","BOBBY HOWARD","No",84,6168.8,103.343086305278,78.3333333333333,73.4380952380952
"2374","BOBBY HUNTER","No",62,3449.9,113.989656308879,70,55.6435483870968
"2375","BOBBY JACKSON","No",30,619.5,86.4248839709443,78.5,20.65
"2376","BOBBY JONES","No",50,1222.5,82.6941053169734,75,24.45
"2377","BOBBY JORDAN","No",1,0.1,-7.81995,72,0.1
"2378","BOBBY KING","No",59,1865.2,86.5244179498177,79,31.6135593220339
"2379","BOBBY LEE","No",19,347.7,85.0873,77,18.3
"2380","BOBBY MANNIE","No",6,5.4,64.4886,71,0.9
"2381","BOBBY MAZE","No",71,4408.2,111.412571661903,74.5,62.087323943662
"2382","BOBBY MILES","No",51,1630.5,70.012505850966,73,31.9705882352941
"2383","BOBBY MILLER","No",9,59.4,54.1694,74,6.6
"2384","BOBBY MOOREHEAD","No",127,7726.4,87.3904659841582,79,60.8377952755906
"2385","BOBBY PARKER","No",26,1326,99.0177,76,51
"2386","BOBBY PEREZ","No",21,32.9,74.7357610942249,71,1.56666666666667
"2387","BOBBY PLANUTIS","No",83,4911.2,98.864527936146,80,59.1710843373494
"2388","BOBBY PORTIS","Yes",70,4932.2,127.94931280159,82,70.46
"2389","BOBBY RIDDELL","No",27,334.8,125.527,69,12.4
"2390","BOBBY SHARP","No",60,2601.4,105.148789098178,74,43.3566666666667
"2391","BOBBY WEHRLI","No",54,1014.2,98.8945478722145,78,18.7814814814815
"2392","BOBBY WILLIAMS","No",21,33.9,44.9942179941003,73,1.61428571428571
"2393","BOBBY WORD","No",125,8040.3,101.48380040297,76,64.3224
"2394","BOBO DRUMMOND","No",13,58.5,58.5698,71,4.5
"2395","BODEN SKUNBERG","No",19,397.1,71.8444,77,20.9
"2396","BODIE HUME","No",78,5807.7,104.818981817243,78,74.4576923076923
"2397","BOE NGUIDJOL","No",54,875.8,92.0030786937657,80,16.2185185185185
"2398","BOGDAN BLIZNYUK","No",129,9956.7,118.114560195647,78,77.1837209302326
"2399","BOL AKOT","No",13,211.9,56.5962,74,16.3
"2400","BOL BOL","Yes",9,158.4,132.491,86,17.6
"2401","BOL KONG","No",30,831,111.015,78,27.7
"2402","BOL RIEK","No",21,34.3,82.655050728863,87,1.63333333333333
"2403","BOL TONG","No",8,12,100.632,81,1.5
"2404","BOLA ALADE","No",22,115.7,72.0961692307692,76,5.25909090909091
"2405","BOLA OLANIYAN","No",121,5020.4,99.7012143673811,79,41.4909090909091
"2406","BOLDEN BRACE","No",130,9125.3,110.047932309075,78,70.1946153846154
"2407","BONZIE COLSON","No",124,6866,133.870946111273,77.25,55.3709677419355
"2408","BOO BUIE","No",49,2892.7,105.107563107132,74,59.034693877551
"2409","BOO MILLIGAN","No",53,1913.7,84.0851124052882,78,36.1075471698113
"2410","BOOGIE ANDERSON","No",17,285.6,65.714,75,16.8
"2411","BOOGIE ELLIS","No",59,3513.8,99.5147801525414,75,59.5559322033898
"2412","BOOKER HUCKS","No",107,1568.4,103.648302983933,77.5,14.6579439252336
"2413","BOOKER WOODFOX","No",34,2053.6,134.976,73,60.4
"2414","BORIS BOJANOVSKY","No",136,5583.4,110.411616792635,87,41.0544117647059
"2415","BORIS BRAKALOV","No",1,0.2,-0.140548,NA,0.2
"2416","BORJA FERNANDEZ","No",49,2142,87.1490588235294,79,43.7142857142857
"2417","BOSKO KOSTUR","No",109,4519.2,105.157216228536,79,41.4605504587156
"2418","BOSTON GUBLER","No",25,532.5,60.2182,80,21.3
"2419","BOTH GACH","No",87,4901.5,102.429366500051,78.3333333333333,56.3390804597701
"2420","BOUBACAR COULIBALY","No",15,51,111.651,82,3.4
"2421","BOUBACAR SYLLA","No",27,656.1,80.7215,86,24.3
"2422","BOUBACAR TOURE","No",63,3742.9,102.935166167945,83.3333333333333,59.4111111111111
"2423","BOURAMA SIDIBE","No",93,3283.1,104.498359684445,82,35.3021505376344
"2424","BOWEN BORN","No",23,1750.3,105.426,71,76.1
"2425","BRACHEN HAZEN","No",81,2594.2,98.2645819905944,80,32.0271604938272
"2426","BRACKEN FUNK","No",30,1413,99.342,79,47.1
"2427","BRAD ANLAUF","No",8,8.8,52.8368,76,1.1
"2428","BRAD BALD","No",5,13.5,96.8095,80,2.7
"2429","BRAD BIRTON","No",52,2840.3,85.9125784107313,79,54.6211538461539
"2430","BRAD BOWDITCH","No",2,0.2,-7.2726,72,0.1
"2431","BRAD BRECHTING","No",126,4652.8,104.372128425894,83,36.9269841269841
"2432","BRAD BROWN","No",12,16.8,73.5933,78,1.4
"2433","BRAD BUSKE","No",1,0.1,-6.92821,74,0.1
"2434","BRAD CALIPARI","No",60,1267.8,99.7112684335069,72,21.13
"2435","BRAD COHEN","No",5,5,147.899,73,1
"2436","BRAD COLBERT","No",3,2.1,-7.33149,74,0.7
"2437","BRAD DAVISON","No",128,9869,112.132552599048,75.5,77.1015625
"2438","BRAD ELY","No",9,7.7,48.0976254545455,75,0.855555555555556
"2439","BRAD FARRELL","No",28,873.6,66.5483,77,31.2
"2440","BRAD GILSON","No",6,19.8,105.401,78,3.3
"2441","BRAD GREENE","No",121,4692.9,107.888304775299,82.5,38.7842975206612
"2442","BRAD HALVORSEN","No",4,3.6,41.2182,72,0.9
"2443","BRAD HAUGABROOK","No",64,4672,85.9153401541096,72,73
"2444","BRAD JOHNSTIN","No",6,8.4,-2.60369,74,1.4
"2445","BRAD KELLEHER","No",25,1362.5,97.7268,72,54.5
"2446","BRAD LOESING","No",128,9598.3,94.1278722773825,72,74.98671875
"2447","BRAD MCCABE","No",5,5.5,183.405,78,1.1
"2448","BRAD MCELDOWNEY","No",3,1.2,-7.16114,73,0.4
"2449","BRAD PIEHL","No",29,533.6,67.9451,80,18.4
"2450","BRAD REDFORD","No",131,4645.2,115.267698656678,72.25,35.4595419847328
"2451","BRAD REESE","No",67,4006.2,102.24895389646,78,59.7940298507463
"2452","BRAD REID","No",45,1098.4,97.3598143481427,83,24.4088888888889
"2453","BRAD SCHAUB","No",22,1045,72.4278,78,47.5
"2454","BRAD SHEEHAN","No",48,785.7,85.4852539900726,84,16.36875
"2455","BRAD SWEEZY","No",47,1716.2,63.2400225498194,78,36.5148936170213
"2456","BRAD TINSLEY","No",133,9668.2,112.564047268364,75,72.6932330827068
"2457","BRAD WALDOW","No",129,8407.8,126.594379219296,81,65.1767441860465
"2458","BRAD WANAMAKER","No",102,6847.6,116.990266633565,76,67.1333333333333
"2459","BRAD WOODSON","No",21,54.7,72.2681947349177,72.75,2.6047619047619
"2460","BRADEN BELL","No",51,2867.1,95.8922194203202,79,56.2176470588235
"2461","BRADEN BURKE","No",54,1202.6,76.4403854980875,83.5,22.2703703703704
"2462","BRADEN KOELLIKER","No",34,1591.2,104.881,81,46.8
"2463","BRADEN LAMAR","No",8,71.2,87.2569,77,8.9
"2464","BRADEN NORRIS","No",61,5118.4,105.319439824945,71.5,83.9081967213115
"2465","BRADFORD ALLEN","No",5,2,-6.62588,73,0.4
"2466","BRADFORD BURGESS","No",146,11326.2,114.346241140012,77.75,77.5767123287671
"2467","BRADLEY AKHILE","No",14,397.6,76.8534,79,28.4
"2468","BRADLEY ALCIME","No",1,0.4,-7.73171,80,0.4
"2469","BRADLEY BEAL","Yes",37,3133.9,122.639,75,84.7
"2470","BRADLEY FISHER","No",10,48,3.82276,NA,4.8
"2471","BRADLEY GAY","No",57,2540.2,98.5873459885049,76,44.5649122807017
"2472","BRADLEY GEORGE","No",30,717,86.0459,75,23.9
"2473","BRADLEY HAYES","No",95,2012.9,104.856230572805,84,21.1884210526316
"2474","BRADLEY KITCHEN","No",11,28.6,15.2736,75,2.6
"2475","BRADY ANTONOPOULOS","No",3,1.5,-5.98876,73,0.5
"2476","BRADY DANIELSON","No",55,2260.5,74.8839658925016,76,41.1
"2477","BRADY ELLINGSON","No",125,4802.7,111.337532879422,76,38.4216
"2478","BRADY ERNST","No",73,1606.1,93.4783304900068,81.75,22.0013698630137
"2479","BRADY HADDEN","No",5,5,120.797,75,1
"2480","BRADY HEIMAN","No",42,659.9,89.3196631004698,83,15.7119047619048
"2481","BRADY HESLIP","No",108,7222.1,127.595965716343,74,66.8712962962963
"2482","BRADY JARDINE","No",92,3363.5,108.579485556712,79,36.5597826086956
"2483","BRADY MANEK","No",122,8025.8,120.466031000025,81,65.7852459016393
"2484","BRADY MORNINGSTAR","No",100,6337.4,109.359538548932,75.6666666666667,63.374
"2485","BRADY MOSES","No",7,3.3,96.0139636363636,75,0.471428571428571
"2486","BRADY O'CONNELL","No",7,7.7,64.8982,79,1.1
"2487","BRADY RICHIE","No",1,0.1,-21.6038,NA,0.1
"2488","BRADY RUDRUD","No",20,14.9,61.2774100671141,74.25,0.745
"2489","BRADY SCHUCK","No",26,44.1,111.810375283447,74,1.69615384615385
"2490","BRADY SPENCE","No",35,635.6,99.9216024229075,81,18.16
"2491","BRADY TWOMBLY","No",19,307.8,84.5862,77,16.2
"2492","BRAE IVEY","No",60,3969,95.6827092970521,74,66.15
"2493","BRAEDEN ANDERSON","No",44,511.4,72.9677451310129,81,11.6227272727273
"2494","BRAEDON BAYER","No",29,87.9,31.9031075085324,76,3.03103448275862
"2495","BRAELEE ALBERT","No",33,661,71.4574981845688,77,20.030303030303
"2496","BRAELEN BRIDGES","No",51,2363.1,102.161821949981,82,46.3352941176471
"2497","BRAELON BUSH","No",16,600,95.1895,66,37.5
"2498","BRAIAN ANGOLA","No",35,2373,121.132,78,67.8
"2499","BRAIAN ANGOLA-RODAS","No",34,975.8,121.642,78,28.7
"2500","BRAIDEN SHAW","No",50,525,93.8526001809524,81,10.5
"2501","BRAILEN NEELY","No",59,2224.8,93.5678258899676,69,37.7084745762712
"2502","BRAITEN MADRIGAL","No",10,7.9,75.7696132911393,76,0.79
"2503","BRANDAN KEARNEY","No",96,2675.9,90.0405643334953,77.25,27.8739583333333
"2504","BRANDAN SMITH","No",42,1185.9,68.4562200860106,69,28.2357142857143
"2505","BRANDAN STITH","No",120,6761.6,105.838665210897,79,56.3466666666667
"2506","BRANDAN WALTON","No",59,3016.1,103.250565100295,74,51.1203389830508
"2507","BRANDEN AUGHBURNS","No",35,583.1,88.8472287600755,81,16.66
"2508","BRANDEN CARLSON","No",55,2944,109.293679347826,84,53.5272727272727
"2509","BRANDEN CONRAD","No",12,259.2,86.1399,74,21.6
"2510","BRANDEN DAWSON","Yes",129,7446.4,116.46222495434,78,57.7240310077519
"2511","BRANDEN DOUGHTY","No",52,2539,82.9330207562032,80,48.8269230769231
"2512","BRANDEN HARRISON","No",22,402.6,66.2972,80,18.3
"2513","BRANDEN JENKINS","No",18,221.4,64.7236,76,12.3
"2514","BRANDEN JOHNSON","No",131,6645.7,98.0489388747611,80.1666666666667,50.730534351145
"2515","BRANDEN MILLER","No",16,60.8,89.4541,76,3.8
"2516","BRANDEN SHEPPARD","No",29,852.6,83.2073,80,29.4
"2517","BRANDEN STUBBS","No",16,38.4,106.622625,74,2.4
"2518","BRANDIS RALEY-ROSS","No",55,3566.3,103.731798878389,74.5,64.8418181818182
"2519","BRANDON ADAMS","No",113,4981.2,99.6428435236489,78.5,44.0814159292035
"2520","BRANDON ALLEN","No",95,820.3,90.509239024747,77.3333333333333,8.63473684210526
"2521","BRANDON ALLUMS","No",8,4.9,67.5830683877551,NA,0.6125
"2522","BRANDON ALSTON","No",118,5512.5,94.2244331773243,77,46.7161016949153
"2523","BRANDON ANDERSON","No",104,6999.1,101.514136511837,73,67.2990384615385
"2524","BRANDON ANGEL","No",17,238,71.6493,80,14
"2525","BRANDON ARMSTRONG","No",118,4341.8,90.7661734580128,77,36.7949152542373
"2526","BRANDON ASHLEY","No",95,5290.6,116.484323290364,80,55.6905263157895
"2527","BRANDON AUSTIN","No",97,5338.1,100.030778687173,77,55.0319587628866
"2528","BRANDON AVERETTE","No",121,6910.2,103.322283172701,71,57.1090909090909
"2529","BRANDON AVERITT","No",3,0.6,-6.8267,73,0.2
"2530","BRANDON AYERS","No",19,465.5,81.5872,76,24.5
